symbol,name,sector,market_cap,date_of_listing
CRAFTSMAN.NS,Craftsman Automation Limited,Consumer Cyclical,168122220544,2021-03-25 03:45:00+00:00
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,81340653568,2000-05-10 03:45:00+00:00
ORIENTCEM.NS,Orient Cement Limited,Basic Materials,34732990464,2013-07-12 03:45:00+00:00
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials,223880282112,2007-03-02 03:45:00+00:00
DBL.NS,Dilip Buildcon Limited,Industrials,76462784512,2016-08-11 03:45:00+00:00
BLUEJET.NS,Blue Jet Healthcare Limited,Healthcare,99540025344,2023-11-01 03:45:00+00:00
ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,138815586304,2021-03-24 03:45:00+00:00
NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,30925746176,2019-05-08 03:45:00+00:00
SHARDACROP.NS,Sharda Cropchem Limited,Basic Materials,73200394240,2014-09-23 03:45:00+00:00
HEG.NS,HEG Limited,Industrials,104114356224,2002-07-01 03:45:00+00:00
ROUTE.NS,Route Mobile Limited,Communication Services,41981591552,2020-09-21 03:45:00+00:00
JISLJALEQS.NS,Jain Irrigation Systems Limited,Industrials,33726355456,2002-01-18 03:45:00+00:00
NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,127296380928,2021-08-23 03:45:00+00:00
ANANTRAJ.NS,Anant Raj Limited,Real Estate,211679608832,2006-09-27 03:45:00+00:00
LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,101838495744,2007-01-16 03:45:00+00:00
PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,622925840384,2007-04-23 03:45:00+00:00
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,177721606144,2002-07-01 03:45:00+00:00
RBA.NS,Restaurant Brands Asia Limited,Consumer Cyclical,36319633408,2020-12-14 03:45:00+00:00
RAIN.NS,Rain Industries Limited,Basic Materials,36426235904,2002-08-12 03:45:00+00:00
EMBDL.NS,Embassy Developments Limited,Real Estate,109062021120,2024-06-27 03:45:00+00:00
RAYMONDLSL.NS,Raymond Lifestyle Limited,Consumer Cyclical,68653002752,2024-09-05 03:45:00+00:00
LATENTVIEW.NS,Latent View Analytics Limited,Industrials,100973010944,2021-11-23 03:45:00+00:00
RALLIS.NS,Rallis India Limited,Basic Materials,51184214016,2002-07-01 03:45:00+00:00
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,918947954688,2017-09-01 03:45:00+00:00
