symbol,name,sector,market_cap,date_of_listing
20MICRONS.NS,20 Microns Limited,Basic Materials,6863544832,2008-10-06 03:45:00+00:00
21STCENMGM.NS,Twentyfirst Century Management Services Limited,Financial Services,393750016.0,2018-01-11 03:45:00+00:00
360ONE.NS,360 One Wam Limited,Financial Services,470798630912.0,2019-09-19 03:45:00+00:00
3IINFOLTD.NS,3i Infotech Limited,Technology,3519084032.0,2005-04-22 03:45:00+00:00
3MINDIA.NS,3M India Limited,Industrials,394953359360.0,2002-07-01 03:45:00+00:00
3PLAND.NS,3P Land Holdings Ltd,,,2008-03-11 03:45:00+00:00
5PAISA.NS,5paisa Capital Limited,Financial Services,10636994560.0,2017-11-16 03:45:00+00:00
63MOONS.NS,63 moons technologies limited,Technology,35551715328.0,2005-06-20 03:45:00+00:00
A2ZINFRA.NS,A2Z Infra Engineering Limited,Industrials,2753856000.0,2010-12-23 03:45:00+00:00
AAATECH.NS,AAA Technologies Limited,Technology,1147998592.0,2020-11-12 03:45:00+00:00
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,209422581760.0,2024-05-15 03:45:00+00:00
AAKASH.NS,Aakash Exploration Services Limited,Energy,887962560.0,2018-05-15 03:45:00+00:00
AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,2495178752.0,2021-08-06 03:45:00+00:00
AARON.NS,Aaron Industries Limited,Industrials,3908612864.0,2018-09-18 03:45:00+00:00
AARTECH.NS,Aartech Solonics Limited,Industrials,1561532288.0,2023-07-10 03:45:00+00:00
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,39336005632.0,2003-09-19 03:45:00+00:00
AARTIIND.NS,Aarti Industries Limited,Basic Materials,138076569600.0,2002-07-01 03:45:00+00:00
AARTIPHARM.NS,Aarti Pharmalabs Limited,Healthcare,63444045824.0,2023-01-30 03:45:00+00:00
AARTISURF.NS,Aarti Surfactants Limited,Basic Materials,3632924160.0,2020-07-14 03:45:00+00:00
AARVI.NS,Aarvi Encon Limited,Industrials,1913542400.0,2017-10-06 03:45:00+00:00
AAVAS.NS,Aavas Financiers Limited,Financial Services,125111541760.0,2018-10-08 03:45:00+00:00
ABAN.NS,Aban Offshore Limited,Energy,2027027712.0,2002-08-12 03:45:00+00:00
ABB.NS,ABB India Limited,Industrials,1105136058368.0,2002-07-01 03:45:00+00:00
ABBOTINDIA.NS,Abbott India Limited,Healthcare,625260691456.0,2002-08-12 03:45:00+00:00
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,916856111104.0,2017-09-01 03:45:00+00:00
ABCOTS.NS,A B COTSPIN INDIA LIMITED,Consumer Cyclical,9267550208.0,2022-01-25 03:45:00+00:00
ABDL.NS,ALLIED BLEND N DISTILS L,Consumer Defensive,183615733760.0,2024-07-02 03:45:00+00:00
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,93721100288.0,2013-07-17 03:45:00+00:00
ABINFRA.NS,A B INFRABUILD LIMITED,Industrials,11990076416.0,2019-07-30 03:45:00+00:00
ABLBL.NS,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,161303691264.0,2025-06-23 03:45:00+00:00
ABMINTLLTD.NS,ABM International Limited,Basic Materials,428064000.0,2016-06-29 03:45:00+00:00
ABREL.NS,Aditya Birla Real Estate Limited,Basic Materials,193088143360.0,1996-01-01 03:45:00+00:00
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,210237915136.0,2021-10-11 03:45:00+00:00
ACC.NS,ACC Limited,Basic Materials,351251988480.0,2002-07-01 03:45:00+00:00
ACCELYA.NS,Accelya Solutions India Limited,Technology,19250675712.0,2002-07-01 03:45:00+00:00
ACCURACY.NS,Accuracy Shipping Limited,Industrials,913899200.0,2018-07-06 03:45:00+00:00
ACE.NS,Action Construction Equipment Limited,Industrials,116694401024.0,2006-09-26 03:45:00+00:00
ACEINTEG.NS,Ace Integrated Solutions Limited,Industrials,232356000.0,2017-07-13 03:45:00+00:00
ACI.NS,Archean Chemical Industries Limited,Basic Materials,65165250560.0,2022-11-21 03:45:00+00:00
ACL.NS,Andhra Cements Limited,Basic Materials,6794210816.0,2010-11-08 03:45:00+00:00
ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,Utilities,141161119744.0,2024-11-13 03:45:00+00:00
ACUTAAS.NS,Acutaas Chemicals Limited,Basic Materials,146492719104.0,2025-06-02 03:45:00+00:00
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,1179899920384.0,2023-08-16 03:45:00+00:00
ADANIENT.NS,Adani Enterprises Limited,Energy,2702935588864.0,2002-07-01 03:45:00+00:00
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,1695108956160.0,2018-06-18 03:45:00+00:00
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,3254265315328.0,2007-11-27 03:45:00+00:00
ADANIPOWER.NS,Adani Power Limited,Utilities,2868212662272.0,2009-08-20 03:45:00+00:00
ADFFOODS.NS,ADF Foods Limited,Consumer Defensive,22909853696.0,2010-09-15 03:45:00+00:00
ADL.NS,Archidply Decor Limited,Consumer Cyclical,420646784.0,2020-10-01 03:45:00+00:00
ADOR.NS,Ador Welding Limited,Industrials,19021277184.0,2004-09-27 03:45:00+00:00
ADROITINFO.NS,Adroit Infotech Limited,Technology,576513152.0,2015-10-13 03:45:00+00:00
ADSL.NS,Allied Digital Services Limited,Technology,9129858048.0,2007-07-25 03:45:00+00:00
ADVANCE.NS,ADVANCE AGROLIFE LIMITED,Basic Materials,8254285824.0,2025-10-08 03:45:00+00:00
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,5028654080.0,2007-06-25 03:45:00+00:00
ADVENTHTL.NS,Advent Hotels International Limited,Consumer Cyclical,13316478976.0,2025-11-13 03:45:00+00:00
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,Basic Materials,34977124352.0,2016-08-01 03:45:00+00:00
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Energy,267777130496.0,2024-05-30 03:45:00+00:00
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,Energy,291900391424.0,2025-06-02 03:45:00+00:00
AEROENTER.NS,Aeroflex Enterprises Limited,Basic Materials,9980898304.0,2025-06-16 03:45:00+00:00
AEROFLEX.NS,Aeroflex Industries Limited,Industrials,23469060096.0,2023-08-31 03:45:00+00:00
AERONEU.NS,Aeroflex Neu Limited,Consumer Cyclical,2092453120.0,2023-01-12 03:45:00+00:00
AETHER.NS,Aether Industries Limited,Basic Materials,118111608832.0,2022-06-03 03:45:00+00:00
AFCONS.NS,AFCONS INFRASTRUCTURE LTD,Industrials,151159488512.0,2024-11-04 03:45:00+00:00
AFFLE.NS,Affle 3i Limited,Communication Services,235235115008.0,2019-08-08 03:45:00+00:00
AFFORDABLE.NS,Affordable Robotic & Automation Limited,Industrials,2512978176.0,2024-10-23 03:45:00+00:00
AFIL.NS,AKME FINTRADE (INDIA) LTD,Financial Services,3131049216.0,2024-06-26 03:45:00+00:00
AFSL.NS,Abans Financial Services Limited,Financial Services,10272165888.0,2022-12-23 03:45:00+00:00
AGARIND.NS,Agarwal Industrial Corporation Limited,Basic Materials,11483842560.0,2014-05-26 03:45:00+00:00
AGARWALEYE.NS,DR AGARWALS HEALTH CARE L,Healthcare,166685294592.0,2025-02-04 03:45:00+00:00
AGI.NS,AGI Greenpac Limited,Consumer Cyclical,49825832960.0,2002-07-01 03:45:00+00:00
AGIIL.NS,AGI Infra Limited,Real Estate,33740261376.0,2024-07-15 03:45:00+00:00
AGRITECH.NS,Agri-tech (India) Limited,Consumer Defensive,765547200.0,2014-01-28 03:45:00+00:00
AGROPHOS.NS,Agro Phos (India) Limited,Basic Materials,819479744.0,2017-03-15 03:45:00+00:00
AGSTRA.NS,AGS Transact Technologies Limited,Technology,628016320.0,2022-01-31 03:45:00+00:00
AHCL.NS,ANLON HEALTHCARE LIMITED,Healthcare,8956027904.0,2025-09-03 03:45:00+00:00
AHLADA.NS,Ahlada Engineers Limited,Industrials,673700928.0,2018-10-12 03:45:00+00:00
AHLEAST.NS,Asian Hotels (East) Limited,Consumer Cyclical,2429800448.0,2010-08-11 03:45:00+00:00
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,Industrials,66217201664.0,2009-12-14 03:45:00+00:00
AIAENG.NS,AIA Engineering Limited,Industrials,358163578880.0,2005-12-14 03:45:00+00:00
AIIL.NS,Authum Investment & Infrastructure Limited,Financial Services,465443520512.0,2024-04-23 03:45:00+00:00
AIRAN.NS,Airan Limited,Technology,2474145792.0,2017-07-25 03:45:00+00:00
AIROLAM.NS,Airo Lam Limited,Consumer Cyclical,1566208768.0,2017-10-06 03:45:00+00:00
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,316511256576.0,2002-07-01 03:45:00+00:00
AJAXENGG.NS,AJAX ENGINEERING LIMITED,Industrials,71326924800.0,2025-02-17 03:45:00+00:00
AJMERA.NS,Ajmera Realty & Infra India Limited,Real Estate,39984939008.0,2006-09-27 03:45:00+00:00
AJOONI.NS,Ajooni Biotech Limited,Consumer Defensive,833659072.0,2018-01-02 03:45:00+00:00
AKASH.NS,Akash Infra-Projects Limited,Industrials,438088672.0,2017-03-15 03:45:00+00:00
AKG.NS,AKG Exim Limited,Industrials,378776800.0,2018-10-10 03:45:00+00:00
AKI.NS,AKI India Limited,Consumer Cyclical,774395840.0,2023-04-06 03:45:00+00:00
AKSHAR.NS,Akshar Spintex Limited,Consumer Cyclical,440982336.0,2022-05-23 03:45:00+00:00
AKSHARCHEM.NS,AksharChem (India) Limited,Basic Materials,2168936704.0,2017-03-29 03:45:00+00:00
AKSHOPTFBR.NS,Aksh Optifibre Limited,Technology,1107831168.0,2002-07-01 03:45:00+00:00
AKUMS.NS,AKUMS DRUGS AND PHARMA L,Healthcare,64597585920.0,2024-08-06 03:45:00+00:00
AKZOINDIA.NS,Akzo Nobel India Limited,Basic Materials,155010121728.0,2002-07-01 03:45:00+00:00
ALANKIT.NS,Alankit Limited,Technology,2987334912.0,2015-06-30 03:45:00+00:00
ALBERTDAVD.NS,Albert David Limited,Healthcare,4507935232.0,2016-06-14 03:45:00+00:00
ALEMBICLTD.NS,Alembic Limited,Real Estate,25678182400.0,2002-07-01 03:45:00+00:00
ALICON.NS,Alicon Castalloy Limited,Industrials,14623105024.0,2006-10-03 03:45:00+00:00
ALIVUS.NS,Alivus Life Sciences Limited,Healthcare,110473797632.0,2025-01-13 03:45:00+00:00
ALKALI.NS,Alkali Metals Limited,Basic Materials,850023232.0,2008-11-06 03:45:00+00:00
ALKEM.NS,Alkem Laboratories Limited,Healthcare,678830276608.0,2015-12-23 03:45:00+00:00
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Basic Materials,87548264448.0,2007-11-26 03:45:00+00:00
ALLCARGO.NS,Allcargo Logistics Limited,Industrials,12042868736.0,2006-06-23 03:45:00+00:00
ALLDIGI.NS,Alldigi Tech Limited,Industrials,12708763648.0,2024-09-18 03:45:00+00:00
ALLTIME.NS,ALL TIME PLASTICS LIMITED,Consumer Defensive,18017912832.0,2025-08-14 03:45:00+00:00
ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,2920303872.0,2008-06-16 03:45:00+00:00
ALOKINDS.NS,Alok Industries Limited,Consumer Cyclical,84457816064.0,1996-01-02 03:45:00+00:00
ALPA.NS,Alpa Laboratories Limited,Healthcare,1695127424.0,2007-08-06 03:45:00+00:00
ALPHAGEO.NS,Alphageo (India) Limited,Energy,1499857280.0,2007-05-11 03:45:00+00:00
ALPSINDUS.NS,Alps Industries Limited,Consumer Cyclical,77175128.0,2002-07-01 03:45:00+00:00
AMANTA.NS,AMANTA HEALTHCARE LIMITED,Healthcare,4314717696.0,2025-09-11 03:45:00+00:00
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,250038026240.0,2018-01-30 03:45:00+00:00
AMBICAAGAR.NS,Ambica Agarbathies Aroma & Industries Limited,Consumer Defensive,438790240.0,2004-06-29 03:45:00+00:00
AMBIKCO.NS,Ambika Cotton Mills Limited,Consumer Cyclical,7327427584.0,2008-01-29 03:45:00+00:00
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,1353437282304.0,2002-07-01 03:45:00+00:00
AMDIND.NS,AMD Industries Limited,Consumer Cyclical,1033087744.0,2007-03-19 03:45:00+00:00
AMJLAND.NS,AMJ Land Holdings Limited,Real Estate,2133640064.0,2002-07-01 03:45:00+00:00
AMNPLST.NS,Amines & Plasticizers Limited,Basic Materials,10948979712.0,2023-11-10 03:45:00+00:00
AMRUTANJAN.NS,Amrutanjan Health Care Limited,Healthcare,19685158912.0,2009-11-05 03:45:00+00:00
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,238410350592.0,2021-12-14 03:45:00+00:00
ANANTRAJ.NS,Anant Raj Limited,Real Estate,211679608832.0,2006-09-27 03:45:00+00:00
ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials,13619249152.0,1996-01-01 03:45:00+00:00
ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials,10529935360.0,2002-07-01 03:45:00+00:00
ANGELONE.NS,Angel One Limited,Financial Services,250220756992.0,2020-10-05 03:45:00+00:00
ANIKINDS.NS,Anik Industries Limited,Consumer Defensive,1909154816.0,2008-05-21 03:45:00+00:00
ANKITMETAL.NS,Ankit Metal & Power Limited,Basic Materials,248354464.0,2013-03-14 03:45:00+00:00
ANMOL.NS,Anmol India Limited,Energy,824757440.0,2021-06-04 03:45:00+00:00
ANSALAPI.NS,Ansal Properties & Infrastructure Limited,Real Estate,554944960.0,2006-01-27 03:45:00+00:00
ANTELOPUS.NS,ANTELOPUS SELAN ENRGY LTD,Energy,14121203712.0,2025-09-11 03:45:00+00:00
ANTGRAPHIC.NS,Antarctica Limited,Consumer Cyclical,153459504.0,2002-07-01 03:45:00+00:00
ANTHEM.NS,ANTHEM BIOSCIENCES LTD,Healthcare,351399411712.0,2025-07-21 03:45:00+00:00
ANUHPHR.NS,Anuh Pharma Limited,Healthcare,7734511104.0,2024-12-20 03:45:00+00:00
ANUP.NS,The Anup Engineering Limited,Industrials,45642321920.0,2019-03-01 03:45:00+00:00
ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,138724442112.0,2021-03-24 03:45:00+00:00
APARINDS.NS,APAR Industries Limited,Industrials,368760586240.0,2004-07-12 03:45:00+00:00
APCL.NS,Anjani Portland Cement Limited,Basic Materials,3745610240.0,2017-04-10 03:45:00+00:00
APCOTEXIND.NS,Apcotex Industries Limited,Basic Materials,21038684160.0,2002-08-12 03:45:00+00:00
APEX.NS,Apex Frozen Foods Limited,Consumer Defensive,9421551616.0,2017-09-05 03:45:00+00:00
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,480092389376.0,2011-12-14 03:45:00+00:00
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,178233606144.0,2011-09-20 03:45:00+00:00
APOLLO.NS,Apollo Micro Systems Limited,Industrials,94516133888.0,2018-01-22 03:45:00+00:00
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,1052791275520.0,2002-07-01 03:45:00+00:00
APOLLOPIPE.NS,Apollo Pipes Limited,Industrials,13197213696.0,2019-11-11 03:45:00+00:00
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,328460337152.0,2002-01-01 03:45:00+00:00
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,Industrials,3393521920.0,2015-02-16 03:45:00+00:00
APTECHT.NS,Aptech Limited,Consumer Defensive,6026420224.0,2002-09-27 03:45:00+00:00
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,140917620736.0,2021-08-24 03:45:00+00:00
ARCHIDPLY.NS,Archidply Industries Limited,Basic Materials,1817647488.0,2008-07-04 03:45:00+00:00
ARCHIES.NS,Archies Limited,Consumer Cyclical,639793216.0,2002-08-12 03:45:00+00:00
ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,173032177664.0,2023-10-18 03:45:00+00:00
ARENTERP.NS,Rajdarshan Industries Limited,Basic Materials,168500944.0,2017-11-07 03:45:00+00:00
ARFIN.NS,Arfin India Limited,Basic Materials,9794359296.0,2025-07-22 03:45:00+00:00
ARIES.NS,Aries Agro Limited,Basic Materials,4486041600.0,2008-01-11 03:45:00+00:00
ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,10905824256.0,2021-06-15 03:45:00+00:00
ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,15029371904.0,2017-03-29 03:45:00+00:00
ARISINFRA.NS,ARISINFRA SOLUTIONS LTD,Industrials,11557520384.0,2025-06-25 03:45:00+00:00
ARKADE.NS,ARKADE DEVELOPERS LIMITED,Real Estate,30472970240.0,2024-09-24 03:45:00+00:00
ARMANFIN.NS,Arman Financial Services Limited,Financial Services,16960495616.0,2016-06-14 03:45:00+00:00
AROGRANITE.NS,Aro Granite Industries Limited,Industrials,499629184.0,2007-04-24 03:45:00+00:00
ARROWGREEN.NS,Arrow Greentech Limited,Consumer Cyclical,8238013952.0,2015-05-21 03:45:00+00:00
ARSHIYA.NS,Arshiya Limited,Industrials,347788224.0,2009-12-14 03:45:00+00:00
ARSSBL.NS,ANAND RATHI SH N STK BR L,Financial Services,43782225920.0,2025-09-30 03:45:00+00:00
ARTEMISMED.NS,Artemis Medicare Services Limited,,,2020-01-24 03:45:00+00:00
ARTNIRMAN.NS,Art Nirman Limited,Real Estate,1277497600.0,2017-03-15 03:45:00+00:00
ARVEE.NS,Arvee Laboratories (India) Ltd.,Basic Materials,1778627968.0,2018-02-22 03:45:00+00:00
ARVIND.NS,Arvind Limited,Consumer Cyclical,92890890240.0,2002-07-01 03:45:00+00:00
ARVINDFASN.NS,Arvind Fashions Limited,Consumer Cyclical,68681740288.0,2019-03-08 03:45:00+00:00
ARVSMART.NS,Arvind SmartSpaces Limited,Real Estate,26455150592.0,2015-08-26 03:45:00+00:00
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,260663066624.0,2002-07-01 03:45:00+00:00
ASAHISONG.NS,Asahi Songwon Colors Limited,Basic Materials,3012777728.0,2011-08-29 03:45:00+00:00
ASAL.NS,Automotive Stampings and Assemblies Limited,Consumer Cyclical,8170152448.0,2002-07-01 03:45:00+00:00
ASALCBR.NS,Associated Alcohols & Breweries Limited,Consumer Defensive,18510172160.0,2020-02-12 03:45:00+00:00
ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials,66696323072.0,1996-01-05 03:45:00+00:00
ASHIANA.NS,Ashiana Housing Limited,Real Estate,30257981440.0,2011-06-29 03:45:00+00:00
ASHIMASYN.NS,Ashima Limited,Real Estate,3756537600.0,2002-07-01 03:45:00+00:00
ASHOKA.NS,Ashoka Buildcon Limited,Industrials,51374993408.0,2010-10-14 03:45:00+00:00
ASHOKAMET.NS,Ashoka Metcast Limited,Basic Materials,397936320.0,2023-06-27 03:45:00+00:00
ASHOKLEY.NS,Ashok Leyland Limited,Industrials,931652042752.0,2002-07-01 03:45:00+00:00
ASIANENE.NS,Asian Energy Services Limited,Energy,13289879552.0,2021-12-09 03:45:00+00:00
ASIANHOTNR.NS,Asian Hotels (North) Limited,Consumer Cyclical,6413723648.0,2002-07-01 03:45:00+00:00
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,2756184375296.0,2002-07-01 03:45:00+00:00
ASIANTILES.NS,Asian Granito India Limited,Industrials,15308504064.0,2007-08-23 03:45:00+00:00
ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,97546149888.0,2023-11-15 03:45:00+00:00
ASMS.NS,Bartronics India Limited,Technology,3661012480.0,2006-01-12 03:45:00+00:00
ASPINWALL.NS,Aspinwall and Company Limited,Consumer Defensive,1938153600.0,2016-06-14 03:45:00+00:00
ASTEC.NS,Astec LifeSciences Limited,Basic Materials,18960580608.0,2009-11-25 03:45:00+00:00
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,344629870592.0,2018-02-26 03:45:00+00:00
ASTRAL.NS,Astral Limited,Industrials,394620239872.0,2007-03-20 03:45:00+00:00
ASTRAMICRO.NS,Astra Microwave Products Limited,Technology,89912926208.0,2004-11-01 03:45:00+00:00
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,224646709248.0,2002-07-01 03:45:00+00:00
ASTRON.NS,Astron Paper & Board Mill Limited,Basic Materials,364329664.0,2017-12-29 03:45:00+00:00
ATALREAL.NS,Atal Realtech Limited,Industrials,2888409856.0,2020-11-19 03:45:00+00:00
ATAM.NS,Atam Valves Limited,Industrials,955211840.0,2023-05-10 03:45:00+00:00
ATGL.NS,Adani Total Gas Limited,Utilities,664065277952.0,2018-11-05 03:30:00+00:00
ATHERENERG.NS,Ather Energy Limited,Consumer Cyclical,270360559616.0,2025-05-06 03:45:00+00:00
ATL.NS,Allcargo Terminals Limited,Industrials,7483402240.0,2023-08-10 03:45:00+00:00
ATLANTAA.NS,Atlantaa Limited,Industrials,3635885312.0,2006-09-25 03:45:00+00:00
ATLANTAELE.NS,ATLANTA ELECTRICALS LTD,Industrials,73436274688.0,2025-09-29 03:45:00+00:00
ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,Consumer Cyclical,605164032.0,2002-07-01 03:45:00+00:00
ATUL.NS,Atul Ltd,Basic Materials,174442397696.0,2002-07-01 03:45:00+00:00
ATULAUTO.NS,Atul Auto Limited,Consumer Cyclical,13091842048.0,2013-06-26 03:45:00+00:00
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,705466335232.0,2017-07-11 03:45:00+00:00
AURIGROW.NS,Auri Grow India Limited,Industrials,353107168.0,2025-10-08 03:45:00+00:00
AURIONPRO.NS,Aurionpro Solutions Limited,Technology,60969451520.0,2005-10-25 03:45:00+00:00
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,716883427328.0,1996-01-15 03:45:00+00:00
AURUM.NS,Aurum PropTech Limited,Real Estate,11376859136.0,2015-08-19 03:45:00+00:00
AUSOMENT.NS,AuSom Enterprise Limited,Financial Services,1484830848.0,2002-07-18 03:45:00+00:00
AUTOAXLES.NS,Automotive Axles Limited,Consumer Cyclical,24911392768.0,2002-07-01 03:45:00+00:00
AUTOIND.NS,Autoline Industries Limited,Consumer Cyclical,3019732992.0,2007-01-31 03:45:00+00:00
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,Consumer Defensive,7631022080.0,2017-08-02 03:45:00+00:00
AVALON.NS,Avalon Technologies Limited,Technology,66473762816.0,2023-04-18 03:45:00+00:00
AVANTEL.NS,Avantel Limited,Technology,41192165376.0,2024-07-31 03:45:00+00:00
AVANTIFEED.NS,Avanti Feeds Limited,Consumer Defensive,108583632896.0,2010-01-08 03:45:00+00:00
AVG.NS,AVG Logistics Limited,Industrials,3004768256.0,2018-04-25 03:45:00+00:00
AVL.NS,Aditya Vision Limited,Consumer Cyclical,69618319360.0,2024-11-06 03:45:00+00:00
AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,5237094400.0,2023-01-04 03:45:00+00:00
AVROIND.NS,Avro India Limited,Consumer Cyclical,1796991744.0,2018-08-09 03:45:00+00:00
AVTNPL.NS,AVT Natural Products Limited,Basic Materials,10469525504.0,2007-01-10 03:45:00+00:00
AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,Industrials,39061811200.0,2024-05-30 03:45:00+00:00
AWHCL.NS,Antony Waste Handling Cell Limited,Industrials,13016926208.0,2021-01-01 03:45:00+00:00
AWL.NS,AWL Agri Business Limited,Consumer Defensive,338327928832.0,2022-02-08 03:45:00+00:00
AXISBANK.NS,Axis Bank Limited,Financial Services,3985953259520.0,1998-11-27 03:45:00+00:00
AXISCADES.NS,AXISCADES Technologies Limited,Industrials,60587278336.0,2002-07-01 03:45:00+00:00
AXITA.NS,Axita Cotton Limited,Consumer Cyclical,3363348224.0,2022-06-21 03:45:00+00:00
AYMSYNTEX.NS,AYM Syntex Limited,Consumer Cyclical,9749745664.0,2015-08-14 03:45:00+00:00
AZAD.NS,AZAD ENGINEERING LIMITED,Industrials,109575839744.0,2023-12-28 03:45:00+00:00
BAFNAPH.NS,Bafna Pharmaceuticals Limited,Healthcare,3651355648.0,2012-11-12 03:45:00+00:00
BAGFILMS.NS,B.A.G. Films and Media Limited,Communication Services,1264696576.0,2003-10-17 03:45:00+00:00
BAIDFIN.NS,Baid Finserv Limited,Financial Services,1225982080.0,2023-01-20 03:45:00+00:00
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,2515793084416.0,2002-07-01 03:45:00+00:00
BAJAJCON.NS,Bajaj Consumer Care Limited,Consumer Defensive,36195643392.0,2010-08-18 03:45:00+00:00
BAJAJELEC.NS,Bajaj Electricals Limited,Consumer Cyclical,55934545920.0,2007-11-02 03:45:00+00:00
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,3351676190720.0,2002-08-12 03:45:00+00:00
BAJAJHCARE.NS,Bajaj HealthCare Limited,Healthcare,13489903616.0,2021-11-25 03:45:00+00:00
BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Financial Services,877835386880.0,2024-09-16 03:45:00+00:00
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,Consumer Defensive,26110658560.0,2002-07-01 03:45:00+00:00
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,1255368949760.0,2002-08-12 03:45:00+00:00
BAJAJINDEF.NS,INDEF MANUFACTURING LTD,Industrials,10814658560.0,2025-02-21 03:45:00+00:00
BAJEL.NS,Bajel Projects Limited,Utilities,20532865024.0,2023-12-19 03:45:00+00:00
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,6420855521280.0,2002-07-01 03:45:00+00:00
BALAJEE.NS,SHREE TIRUPATI BALAJEE L,Consumer Cyclical,3370507520.0,2024-09-12 03:45:00+00:00
BALAJITELE.NS,Balaji Telefilms Limited,Communication Services,13949787136.0,2002-07-01 03:45:00+00:00
BALAMINES.NS,Balaji Amines Limited,Basic Materials,37756907520.0,2007-04-05 03:45:00+00:00
BALAXI.NS,Balaxi Pharmaceuticals Limited,Healthcare,2081874816.0,2015-12-01 03:45:00+00:00
BALKRISHNA.NS,Balkrishna Paper Mills Limited,Consumer Cyclical,708109952.0,2015-07-28 03:45:00+00:00
BALKRISIND.NS,Balkrishna Industries Limited,Consumer Cyclical,444146221056.0,2006-01-27 03:45:00+00:00
BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,Industrials,31945226240.0,2002-07-01 03:45:00+00:00
BALPHARMA.NS,Bal Pharma Limited,Healthcare,1196522752.0,2006-05-08 03:45:00+00:00
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Defensive,90584866816.0,2002-07-01 03:45:00+00:00
BALUFORGE.NS,Balu Forge Industries Limited,Industrials,71019642880.0,2024-04-29 03:45:00+00:00
BANARBEADS.NS,Banaras Beads Limited,Consumer Cyclical,876846464.0,2011-12-29 03:45:00+00:00
BANARISUG.NS,Bannari Amman Sugars Limited,Consumer Defensive,45458919424.0,2002-07-01 03:45:00+00:00
BANCOINDIA.NS,Banco Products (India) Limited,Consumer Cyclical,97919983616.0,2006-12-22 03:45:00+00:00
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,240928784384.0,2018-03-27 03:45:00+00:00
BANG.NS,Bang Overseas Limited,Consumer Cyclical,735544256.0,2008-02-20 03:45:00+00:00
BANKA.NS,Banka BioLoo Limited,Industrials,824264896.0,2018-02-27 03:45:00+00:00
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,1483749588992.0,2002-07-01 03:45:00+00:00
